Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
Toyota,Corolla,2017,1200,60.0,Petrol,Automatic,Second,58410,10102.66
Ford,Focus,2016,2000,101.7,Hybrid,Manual,First,82062,12052.04
Ford,Focus,2005,1500,76.1,Hybrid,Manual,First,177588,4582.43
Honda,Accord,2020,1100,60.0,Hybrid,Manual,First,56806,14722.17
Mercedes,E-Class,2019,2300,117.9,Diesel,Manual,First,63878,52299.2
Chevrolet,Camaro,2007,1100,60.6,Petrol,Automatic,First,206779,3790.87
Mercedes,A-Class,2011,2600,164.0,Petrol,Manual,First,176819,16826.6
Toyota,Highlander,2021,1600,97.2,Hybrid,Automatic,Second,27093,16629.53
Toyota,RAV4,2019,1400,82.3,Petrol,Automatic,Second,53424,11353.6
Honda,Pilot,2022,1400,76.5,Hybrid,Automatic,First,21117,21490.5
Kia,Stinger,2018,800,60.0,Electric,Automatic,First,84556,9657.48
Honda,Pilot,2005,1200,62.3,Hybrid,Automatic,Second,182740,2971.79
Mercedes,GLE,2020,2800,159.1,Hybrid,Automatic,First,62364,63371.69
Ford,Explorer,2015,1000,60.0,Diesel,Automatic,Third,61455,7619.94
Toyota,RAV4,2014,1000,66.8,Petrol,Manual,Second,77459,6088.69
Mercedes,A-Class,2017,2500,133.8,Petrol,Manual,Third,49385,30467.79
Honda,HR-V,2015,1100,60.0,Diesel,Automatic,First,110593,8437.45
Ford,Focus,2007,1500,93.2,Hybrid,Manual,First,219961,4095.29
Hyundai,Tucson,2013,1400,70.7,Diesel,Manual,First,109888,4094.97
Audi,A4,2010,2100,102.6,Diesel,Manual,First,134190,12585.43
Toyota,Camry,2017,1100,83.5,Hybrid,Automatic,First,59227,12910.08
Nissan,Sentra,2017,1000,60.0,Diesel,Manual,Second,63333,7646.73
Hyundai,Sonata,2013,1300,77.1,Hybrid,Manual,First,143210,4339.24
Chevrolet,Malibu,2022,1300,76.4,Petrol,Manual,First,36390,17545.33
Honda,Pilot,2009,1000,61.0,Petrol,Automatic,First,150277,3786.95
Hyundai,Tucson,2018,800,60.0,Petrol,Automatic,First,54005,8348.6
Chevrolet,Equinox,2021,1000,60.0,Petrol,Automatic,Second,36689,15764.29
Hyundai,Elantra,2021,900,60.0,Diesel,Manual,First,27966,11492.89
Kia,Sportage,2020,1200,76.3,Petrol,Automatic,First,52752,11050.77
Nissan,Pathfinder,2012,1300,81.3,Hybrid,Automatic,First,108437,4996.99
BMW,M3,2020,2500,142.2,Hybrid,Automatic,First,54356,56989.84
Nissan,Murano,2022,1100,62.4,Petrol,Automatic,First,19653,17204.53
Ford,Escape,2021,1200,60.0,Petrol,Manual,First,36263,17464.47
Toyota,Prius,2010,1600,86.6,Petrol,Automatic,First,83168,5301.11
Nissan,Sentra,2021,1000,60.0,Petrol,Manual,First,36680,13966.48
Chevrolet,Camaro,2020,1500,111.3,Petrol,Automatic,First,55123,16549.47
Nissan,Altima,2005,1400,78.3,Diesel,Manual,First,210401,2928.28
Hyundai,Santa Fe,2010,1200,60.0,Petrol,Manual,Second,140273,2681.59
Chevrolet,Malibu,2019,1600,82.5,Hybrid,Automatic,First,57695,16503.87
Audi,A4,2005,2200,103.8,Hybrid,Automatic,Second,184086,9270.47
BMW,3 Series,2007,2300,132.6,Petrol,Automatic,Third,189513,8674.32
Ford,F-150,2021,1500,86.9,Petrol,Automatic,Second,18087,20120.41
Toyota,RAV4,2012,1200,62.6,Petrol,Manual,Second,127210,5102.43
Nissan,Pathfinder,2008,800,60.0,Hybrid,Automatic,Second,220938,2615.57
Hyundai,Kona,2010,1500,91.5,Hybrid,Manual,First,212694,3063.33
Chevrolet,Camaro,2007,1400,85.6,Diesel,Manual,First,134740,3908.74
Toyota,Corolla,2008,1600,88.7,Diesel,Manual,First,205905,3447.25
Audi,Q5,2021,2200,97.6,Petrol,Automatic,First,22262,46323.39
Audi,Q5,2014,2100,117.6,Diesel,Automatic,First,78862,20414.96
Honda,Civic,2006,900,60.0,Petrol,Manual,Second,287302,2264.99
BMW,M3,2014,2500,135.0,Diesel,Manual,First,144500,19765.68
Ford,F-150,2019,900,60.0,Hybrid,Manual,First,65403,14556.29
Kia,Sorento,2007,800,60.0,Petrol,Automatic,Second,201666,1968.92
Chevrolet,Traverse,2012,1500,88.7,Hybrid,Automatic,Second,121649,5815.79
Hyundai,Sonata,2012,800,60.0,Diesel,Automatic,Second,96302,3984.92
Ford,F-150,2017,1900,89.8,Petrol,Manual,First,75789,11568.43
Audi,A4,2016,2300,134.0,Petrol,Manual,First,68408,26112.38
Honda,CR-V,2018,1200,69.9,Diesel,Automatic,Second,76488,9727.24
Chevrolet,Camaro,2012,1100,65.9,Petrol,Automatic,First,158014,5076.57
Honda,HR-V,2009,1600,89.2,Petrol,Manual,First,207014,3016.71
Ford,F-150,2016,1500,88.3,Petrol,Manual,First,105568,9778.37
Honda,Accord,2014,900,60.0,Diesel,Automatic,Second,91248,5782.58
Toyota,Highlander,2014,1100,61.9,Hybrid,Manual,Second,43776,7604.22
Chevrolet,Silverado,2022,1600,78.5,Petrol,Automatic,First,25633,21206.6
Toyota,Camry,2022,1100,60.0,Petrol,Manual,Second,16658,14619.89
BMW,5 Series,2016,2000,112.0,Petrol,Manual,First,91206,25893.93
BMW,5 Series,2007,2500,149.6,Hybrid,Manual,Second,108584,12918.19
Ford,Mustang,2015,1400,60.0,Hybrid,Automatic,First,124654,9638.96
Honda,Civic,2016,1000,60.0,Electric,Manual,First,106301,9183.77
Ford,F-150,2012,1800,82.7,Diesel,Automatic,First,149770,6656.48
Toyota,Highlander,2013,1500,85.0,Petrol,Automatic,Second,137676,5178.71
Honda,Pilot,2007,800,60.0,Petrol,Manual,Second,160071,2855.88
Toyota,RAV4,2011,800,60.0,Petrol,Manual,First,211565,3817.15
Toyota,Highlander,2009,1800,86.7,Petrol,Manual,First,140536,3684.0
Chevrolet,Traverse,2014,800,60.0,Petrol,Automatic,First,122226,6831.74
Ford,Explorer,2014,1800,94.1,Petrol,Automatic,Second,132513,6906.41
Hyundai,Santa Fe,2013,800,60.0,Petrol,Manual,First,81065,4598.47
Kia,Sportage,2018,800,62.0,Hybrid,Manual,Second,59995,7593.64
Hyundai,Tucson,2015,1000,68.4,Diesel,Automatic,Second,103147,5652.51
BMW,X5,2008,2400,135.8,Hybrid,Automatic,Second,143589,12071.49
Mercedes,A-Class,2017,2000,128.3,Diesel,Automatic,First,92061,39781.6
Toyota,Corolla,2013,1000,64.8,Petrol,Automatic,First,123231,5837.95
Toyota,Highlander,2022,1800,111.8,Petrol,Automatic,Second,500,17815.46
Nissan,Altima,2011,1100,66.1,Petrol,Automatic,Third,64198,3273.93
Honda,Civic,2005,1300,88.4,Diesel,Automatic,First,203242,3398.19
Toyota,Highlander,2017,800,60.0,Hybrid,Automatic,Second,91991,10268.16
Hyundai,Sonata,2014,1000,74.3,Electric,Automatic,First,126521,6189.98
Nissan,Rogue,2011,1900,104.1,Diesel,Automatic,First,157918,4232.34
Kia,Soul,2022,1600,72.4,Petrol,Automatic,First,24098,13525.47
BMW,M3,2007,2000,102.8,Diesel,Manual,Second,102619,10031.4
Kia,Sportage,2022,1200,73.8,Diesel,Automatic,First,17911,15783.5
Toyota,RAV4,2013,1500,79.6,Hybrid,Manual,Third,99987,5208.49
Hyundai,Santa Fe,2010,800,60.0,Petrol,Automatic,First,182640,2874.2
Mercedes,GLE,2021,2300,128.5,Petrol,Automatic,Second,28983,62833.0
Honda,Pilot,2019,1300,67.1,Petrol,Automatic,First,52049,11746.14
Audi,A4,2008,2300,135.9,Petrol,Automatic,First,191002,9959.09
BMW,M3,2012,2600,134.4,Diesel,Automatic,First,133416,18759.94
Honda,Civic,2013,1200,64.0,Electric,Automatic,First,94913,7398.2
Kia,Stinger,2011,1100,68.0,Electric,Manual,Second,146489,3211.35
Audi,A6,2007,2200,130.6,Petrol,Manual,Second,205463,7119.94
Honda,Pilot,2006,1100,60.0,Petrol,Automatic,First,236414,3036.1
Chevrolet,Malibu,2019,1100,81.5,Diesel,Automatic,Second,46023,12791.12
BMW,5 Series,2019,2300,102.8,Petrol,Automatic,Second,81231,33743.46
Nissan,Pathfinder,2017,900,60.0,Petrol,Manual,First,89989,8067.03
Toyota,Camry,2011,1500,93.3,Electric,Manual,First,195205,5102.13
Hyundai,Tucson,2007,800,60.0,Diesel,Automatic,Third,192093,2001.88
Toyota,Corolla,2006,1800,101.6,Petrol,Automatic,Second,95682,3554.01
Ford,Focus,2017,1800,86.9,Diesel,Manual,First,89428,12437.13
Hyundai,Sonata,2010,1000,60.0,Hybrid,Automatic,First,180131,3335.8
Toyota,Corolla,2018,1300,68.3,Petrol,Manual,First,50748,11026.6
Toyota,Camry,2012,1100,60.0,Petrol,Automatic,First,148121,5208.3
Chevrolet,Camaro,2009,1000,65.9,Hybrid,Automatic,First,215041,3971.73
Ford,Focus,2007,1200,68.1,Diesel,Manual,Second,157540,4144.71
Mercedes,GLE,2005,2700,155.4,Petrol,Automatic,First,252984,12305.89
Toyota,Corolla,2007,1100,60.0,Electric,Manual,First,247869,3690.03
Ford,Mustang,2019,900,60.0,Petrol,Automatic,Third,43916,11263.23
Mercedes,A-Class,2008,2700,156.8,Petrol,Automatic,First,115742,18801.1
Toyota,RAV4,2015,1200,63.6,Diesel,Automatic,First,70492,8870.67
Mercedes,GLC,2013,2100,115.4,Petrol,Manual,First,119604,22917.14
Toyota,RAV4,2006,1700,79.8,Petrol,Automatic,Third,82578,3642.14
Nissan,Sentra,2015,900,60.0,Petrol,Automatic,Second,95729,5917.03
Audi,A3,2019,2000,91.5,Petrol,Automatic,Second,51535,32580.16
Nissan,Murano,2020,900,60.0,Electric,Manual,First,48962,14587.72
Chevrolet,Camaro,2017,1200,61.0,Electric,Manual,First,80401,11815.17
Kia,Soul,2017,800,60.0,Electric,Manual,First,98994,8105.37
Ford,Focus,2014,1800,85.2,Diesel,Automatic,First,111036,8944.43
BMW,M3,2010,2300,143.8,Hybrid,Automatic,Second,87430,16765.78
Toyota,Highlander,2018,900,60.0,Diesel,Manual,First,89539,11501.07
Ford,Explorer,2012,1800,105.3,Diesel,Automatic,First,113456,7388.63
Nissan,Altima,2019,900,60.0,Electric,Automatic,First,58366,14369.45
Toyota,RAV4,2005,1400,60.0,Petrol,Manual,Second,62640,3886.66
Chevrolet,Equinox,2022,800,60.0,Diesel,Automatic,First,25641,21207.74
Audi,Q5,2020,2300,141.3,Petrol,Manual,Second,36421,34302.18
Ford,Focus,2006,1000,64.6,Diesel,Automatic,First,167139,4428.1
Hyundai,Kona,2005,1200,63.7,Diesel,Automatic,Second,179081,2387.97
Hyundai,Kona,2007,900,60.0,Diesel,Manual,First,216788,2240.73
Kia,Sportage,2012,800,60.0,Petrol,Manual,Second,123157,3371.96
Ford,Focus,2005,1400,92.6,Petrol,Automatic,First,258672,3903.63
Chevrolet,Malibu,2015,1100,62.8,Petrol,Automatic,First,107875,9604.47
Honda,Civic,2007,1400,82.8,Petrol,Automatic,First,164359,3446.75
Ford,Explorer,2005,1600,80.5,Diesel,Automatic,First,245400,4097.68
Audi,A6,2019,2300,118.2,Petrol,Automatic,Third,51262,29443.74
Honda,HR-V,2017,1300,70.2,Petrol,Automatic,Third,59621,7420.75
Toyota,Corolla,2017,1200,61.1,Electric,Automatic,Second,90601,10470.53
BMW,M3,2020,2600,145.5,Petrol,Manual,First,50196,43521.8
Ford,Focus,2011,1400,70.4,Petrol,Automatic,First,183200,5320.64
Nissan,Pathfinder,2006,1200,64.9,Petrol,Manual,First,229519,2375.46
Ford,Explorer,2020,1400,80.8,Diesel,Automatic,First,33619,20842.4
Honda,Pilot,2010,1100,60.0,Petrol,Automatic,First,178826,3768.56
Nissan,Sentra,2014,1600,93.6,Petrol,Automatic,First,116623,5059.54
Toyota,Corolla,2007,1100,75.7,Petrol,Automatic,Second,211411,2896.2
Hyundai,Kona,2019,1500,95.7,Hybrid,Manual,First,51831,10306.68
BMW,5 Series,2012,2600,116.8,Hybrid,Automatic,First,238419,15111.16
Audi,Q7,2007,1900,108.7,Petrol,Manual,First,191266,8714.3
Ford,Escape,2018,1200,60.0,Petrol,Manual,Second,70586,11049.34
Ford,F-150,2010,1200,60.0,Diesel,Automatic,First,113878,5524.57
Toyota,Corolla,2009,1500,83.0,Petrol,Manual,Third,172123,2549.51
Nissan,Rogue,2022,1200,72.8,Petrol,Automatic,Second,16995,16525.15
Toyota,Prius,2006,1500,77.6,Petrol,Automatic,Second,182843,3170.1
Mercedes,GLE,2009,2600,153.0,Diesel,Manual,First,221903,12626.79
Hyundai,Tucson,2022,800,60.0,Petrol,Manual,First,17172,13498.03
Ford,F-150,2008,1300,76.9,Diesel,Automatic,Second,175242,4307.74
Ford,Mustang,2019,1000,60.0,Petrol,Automatic,Second,68307,13259.54
Honda,HR-V,2005,1100,71.1,Diesel,Manual,Second,200571,2744.22
Kia,Stinger,2022,800,60.0,Hybrid,Automatic,First,29243,16285.27
BMW,3 Series,2018,2400,109.6,Petrol,Automatic,First,68511,40679.96
Honda,Civic,2005,1200,63.8,Electric,Automatic,Second,205082,3796.06
Mercedes,C-Class,2019,2200,97.0,Petrol,Manual,Third,57429,32085.69
Hyundai,Elantra,2008,1000,66.2,Electric,Automatic,First,263000,2815.52
Nissan,Pathfinder,2015,1200,60.7,Diesel,Manual,Third,31976,5305.68
Chevrolet,Silverado,2021,1100,65.7,Diesel,Automatic,First,43101,18523.66
Nissan,Pathfinder,2013,1600,90.1,Petrol,Automatic,Second,134233,4668.62
Hyundai,Tucson,2017,800,60.0,Petrol,Automatic,First,97140,7342.1
BMW,X3,2020,2700,150.8,Petrol,Automatic,First,54567,48432.2
Toyota,Prius,2013,1900,101.9,Diesel,Manual,First,128492,6014.85
Chevrolet,Equinox,2019,900,60.0,Diesel,Automatic,First,61366,14611.12
Nissan,Murano,2010,1100,61.3,Diesel,Automatic,First,127872,4410.71
Kia,Optima,2016,1200,63.2,Hybrid,Automatic,First,100803,6891.87
Ford,Escape,2016,1400,84.9,Hybrid,Automatic,First,100358,11477.72
Kia,Sorento,2015,1000,63.1,Diesel,Automatic,Second,91707,5409.63
BMW,X3,2019,2000,97.7,Petrol,Automatic,Third,27386,35493.63
Ford,Mustang,2021,1200,72.1,Electric,Manual,First,31398,23365.94
Nissan,Rogue,2014,1300,75.2,Electric,Manual,Second,127852,5838.66
Mercedes,E-Class,2011,2700,151.2,Diesel,Automatic,Third,148606,14411.21
Chevrolet,Malibu,2015,1100,68.5,Electric,Manual,First,75719,10304.18
Audi,A4,2010,1800,98.9,Hybrid,Automatic,First,188359,11931.47
Ford,Focus,2009,1100,60.0,Diesel,Manual,Second,209044,3373.33
Audi,A6,2008,1700,75.0,Petrol,Automatic,Second,163763,9271.21
Nissan,Murano,2012,1000,60.0,Diesel,Automatic,Third,109182,4130.05
BMW,3 Series,2009,2000,94.8,Petrol,Automatic,First,202705,10593.36
Honda,HR-V,2015,1000,66.6,Diesel,Automatic,Second,77888,7208.29
Toyota,Highlander,2016,1300,66.4,Petrol,Automatic,Second,67631,9178.87
Toyota,Prius,2010,1300,75.9,Petrol,Automatic,Second,133005,4309.57
Hyundai,Tucson,2008,800,60.0,Petrol,Automatic,First,204825,2496.72
Hyundai,Tucson,2015,800,60.0,Petrol,Automatic,First,104236,5950.16
Chevrolet,Equinox,2022,800,60.0,Petrol,Manual,First,17102,19516.06
BMW,5 Series,2008,1700,89.9,Petrol,Automatic,First,147273,12860.41
Toyota,Prius,2020,1900,108.3,Diesel,Manual,Second,45790,14015.34
Toyota,Corolla,2015,900,60.0,Petrol,Automatic,Second,79132,6722.42
Hyundai,Elantra,2014,800,60.0,Petrol,Automatic,Second,139674,4252.51
Hyundai,Kona,2008,1200,70.8,Petrol,Automatic,First,152536,2626.73
Audi,Q5,2009,2500,141.2,Hybrid,Automatic,First,179873,11569.51
Toyota,RAV4,2014,1600,98.8,Petrol,Manual,Second,112143,5884.44
Hyundai,Santa Fe,2019,800,60.0,Electric,Automatic,First,77465,10545.18
Honda,HR-V,2006,900,60.0,Hybrid,Automatic,Third,145904,3044.03
Nissan,Murano,2020,1300,60.0,Hybrid,Manual,First,39959,14703.0
Honda,Pilot,2014,1500,62.5,Hybrid,Automatic,Second,139347,5964.03
Toyota,Prius,2020,1100,60.0,Petrol,Manual,Third,33180,9979.97
Mercedes,C-Class,2019,2900,161.1,Electric,Automatic,Second,47464,59723.04
Toyota,Highlander,2007,1400,71.4,Diesel,Automatic,First,170993,3814.56
Nissan,Pathfinder,2019,1600,84.0,Diesel,Automatic,Third,28019,9551.33
Kia,Stinger,2022,800,60.0,Petrol,Manual,First,20612,12806.97
Toyota,Prius,2015,1300,60.0,Diesel,Automatic,Second,81657,7821.17
Honda,Pilot,2019,1200,71.9,Petrol,Manual,Second,51930,10627.68
BMW,5 Series,2010,2100,108.4,Petrol,Automatic,First,193160,10953.97
Kia,Sportage,2018,800,60.0,Petrol,Automatic,First,56895,7846.64
Honda,Pilot,2012,1000,61.9,Diesel,Manual,First,121647,5336.12
BMW,M3,2015,2500,149.0,Electric,Automatic,First,83264,32486.15
Honda,Pilot,2008,1200,75.8,Diesel,Automatic,First,147589,4060.82
Mercedes,E-Class,2021,1900,104.3,Petrol,Manual,Second,35251,52001.17
Audi,A3,2017,2100,118.7,Diesel,Automatic,Second,69855,25802.67
Nissan,Rogue,2021,1300,70.3,Diesel,Automatic,First,28471,16390.16
BMW,X5,2014,1900,82.6,Diesel,Manual,First,171499,19225.81
Chevrolet,Malibu,2006,1200,60.0,Diesel,Automatic,First,194574,3972.13
Ford,Explorer,2010,1500,100.7,Petrol,Automatic,First,148792,5332.64
Hyundai,Tucson,2021,1300,66.9,Petrol,Automatic,First,35301,12614.13
Hyundai,Tucson,2020,800,60.0,Petrol,Manual,First,69725,10288.78
Mercedes,GLC,2016,2100,125.0,Electric,Automatic,First,144890,39720.95
Honda,Pilot,2020,1100,76.9,Diesel,Automatic,Second,37019,12703.01
Toyota,Camry,2021,1200,73.8,Petrol,Automatic,First,26458,16989.38
Nissan,Sentra,2020,1300,63.7,Petrol,Manual,First,67688,10385.11
Honda,Accord,2007,1100,60.8,Diesel,Manual,First,166780,3103.4
Toyota,Prius,2015,1100,60.0,Diesel,Manual,First,123956,6817.34
Chevrolet,Equinox,2019,900,60.0,Petrol,Automatic,First,65666,14773.92
Nissan,Sentra,2015,900,60.0,Petrol,Automatic,Third,121964,4858.97
BMW,3 Series,2020,2300,128.5,Petrol,Automatic,First,76621,46814.62
BMW,X5,2006,2600,140.0,Electric,Automatic,Second,127272,14430.93
Toyota,Prius,2006,800,60.0,Petrol,Automatic,First,305164,3456.62
Hyundai,Elantra,2010,800,60.0,Hybrid,Manual,Third,156822,2497.98
Toyota,Prius,2018,1100,60.0,Hybrid,Manual,First,88073,10734.32
Mercedes,E-Class,2012,2900,164.0,Diesel,Automatic,First,121775,23155.76
Chevrolet,Equinox,2019,1100,60.0,Petrol,Automatic,First,76338,12544.78
Honda,Civic,2008,1100,60.8,Petrol,Manual,First,178907,3232.69
Mercedes,E-Class,2013,2300,127.6,Diesel,Automatic,First,111043,25314.14
Toyota,Corolla,2019,1500,98.7,Electric,Automatic,First,86203,14261.76
Honda,Pilot,2005,800,60.0,Hybrid,Automatic,Second,247922,2632.43
Hyundai,Kona,2019,800,60.0,Petrol,Automatic,First,86291,9162.62
Toyota,Highlander,2005,800,60.0,Diesel,Automatic,Second,206136,3239.27
Audi,Q5,2021,1900,109.6,Diesel,Manual,Third,30596,32222.1
Hyundai,Santa Fe,2022,800,60.0,Hybrid,Manual,Second,17093,12449.83
Kia,Soul,2021,1600,93.9,Diesel,Automatic,First,36943,13321.61
Toyota,Camry,2017,1300,60.0,Petrol,Manual,Third,60753,7075.71
Toyota,Prius,2015,1200,60.0,Hybrid,Automatic,Second,112581,8154.66
Honda,Pilot,2005,900,60.0,Diesel,Automatic,First,236563,3145.65
Mercedes,GLC,2014,2300,113.3,Petrol,Manual,First,103971,26798.92
Mercedes,E-Class,2006,3100,161.0,Diesel,Manual,First,122174,16191.43
Honda,Accord,2021,1300,60.0,Diesel,Automatic,First,32470,15650.05
BMW,M3,2016,2100,123.0,Diesel,Manual,Second,79344,23947.65
Honda,Pilot,2008,1800,102.4,Diesel,Automatic,First,220010,3218.73
BMW,X3,2016,2300,128.1,Hybrid,Automatic,Second,116622,27680.48
Honda,HR-V,2015,1300,71.2,Petrol,Automatic,First,161644,6369.73
Kia,Soul,2018,800,60.0,Petrol,Automatic,Third,66954,6600.5
Ford,Focus,2009,1900,103.8,Petrol,Automatic,First,65737,5965.69
Ford,F-150,2021,1200,83.7,Petrol,Automatic,First,39257,20143.73
Ford,Focus,2022,1400,78.7,Petrol,Automatic,First,5374,24630.54
Hyundai,Sonata,2005,1400,81.0,Electric,Automatic,Third,125693,2753.98
Audi,A4,2018,1400,74.6,Hybrid,Automatic,First,89034,31797.9
Chevrolet,Traverse,2005,1000,60.0,Hybrid,Automatic,Second,136475,4218.74
Kia,Sorento,2010,800,60.0,Petrol,Manual,Third,133326,2475.75
Chevrolet,Malibu,2009,1700,94.8,Petrol,Manual,First,224419,3301.43
Mercedes,GLE,2015,2300,125.4,Electric,Manual,Second,80228,31574.53
Hyundai,Santa Fe,2015,1000,60.0,Electric,Automatic,Second,84115,6381.54
Toyota,Camry,2009,1800,108.4,Diesel,Automatic,First,126493,4215.52
Nissan,Sentra,2011,900,60.0,Petrol,Automatic,First,97124,4026.25
Hyundai,Tucson,2017,800,60.0,Hybrid,Automatic,First,129042,7681.24
BMW,5 Series,2011,2500,138.9,Diesel,Manual,First,106663,16733.33
Toyota,Camry,2013,1600,89.7,Diesel,Automatic,First,165834,6204.86
Honda,HR-V,2017,1400,81.9,Diesel,Manual,Second,48724,8701.39
Hyundai,Sonata,2020,1000,60.0,Petrol,Automatic,First,52165,11180.86
Ford,Mustang,2012,1100,60.1,Electric,Automatic,Second,154979,6135.5
Chevrolet,Equinox,2007,1000,72.1,Diesel,Automatic,Second,138533,3759.19
Kia,Stinger,2018,1000,60.0,Diesel,Automatic,First,83950,7896.03
BMW,M3,2010,2100,123.0,Electric,Automatic,Third,128132,12223.41
Nissan,Rogue,2012,1400,73.5,Petrol,Automatic,First,183335,4242.79
Honda,Pilot,2009,1600,78.6,Petrol,Automatic,Third,71061,3212.78
Nissan,Altima,2014,1100,62.0,Diesel,Manual,Second,86539,5747.33
Hyundai,Elantra,2022,800,60.0,Petrol,Automatic,First,29880,14426.37
Ford,F-150,2007,1400,86.6,Petrol,Manual,Second,157556,3786.93
Ford,Focus,2005,1600,94.6,Petrol,Manual,Third,175523,3054.56
Chevrolet,Malibu,2016,1900,99.2,Petrol,Manual,Second,55716,8949.56
Honda,Civic,2022,1200,67.4,Petrol,Manual,First,22973,15370.02
BMW,5 Series,2007,2000,111.3,Hybrid,Automatic,First,177941,13312.79
Honda,Civic,2007,1100,62.4,Diesel,Automatic,First,254067,3055.39
BMW,M3,2020,1900,112.0,Petrol,Automatic,First,54833,47282.94
Ford,Mustang,2015,1100,60.0,Petrol,Manual,First,89836,9800.75
Hyundai,Santa Fe,2008,1000,60.0,Petrol,Automatic,Second,172254,2303.62
Kia,Stinger,2020,1400,79.1,Diesel,Automatic,First,47711,11241.67
Kia,Soul,2019,1200,73.6,Petrol,Automatic,First,50745,9041.37
Chevrolet,Silverado,2019,1000,73.3,Hybrid,Automatic,Second,50522,14332.34
BMW,M3,2015,1900,93.2,Diesel,Manual,First,87464,24058.64
Toyota,Highlander,2009,1300,61.7,Petrol,Automatic,First,183514,3830.66
Honda,Civic,2021,1300,82.6,Electric,Automatic,Third,17680,14979.25
Chevrolet,Equinox,2011,1100,60.0,Petrol,Manual,Second,135981,4003.17
Toyota,Prius,2009,1300,80.6,Electric,Automatic,First,220979,3867.61
Honda,CR-V,2012,1300,66.5,Petrol,Automatic,First,169649,4763.35
Hyundai,Kona,2016,800,60.0,Diesel,Automatic,Third,85350,4997.4
Ford,Mustang,2020,1700,95.1,Hybrid,Manual,Second,36238,17763.97
Mercedes,E-Class,2010,2900,159.4,Diesel,Automatic,Second,140034,15356.3
Chevrolet,Camaro,2012,900,61.9,Hybrid,Manual,Second,106753,5754.05
Chevrolet,Traverse,2016,1500,88.7,Petrol,Automatic,Third,59358,7478.23
Toyota,Camry,2016,1800,104.0,Diesel,Automatic,First,73884,9919.29
Toyota,Highlander,2019,800,60.0,Petrol,Automatic,First,84462,11422.62
Hyundai,Kona,2013,800,60.0,Petrol,Automatic,Second,45220,4496.25
Honda,Pilot,2013,1800,85.1,Diesel,Automatic,Third,101881,4716.03
Audi,Q5,2016,1700,80.8,Petrol,Manual,Second,102252,19717.33
Chevrolet,Equinox,2020,1700,85.1,Hybrid,Manual,First,56438,17296.74
Kia,Stinger,2015,1100,60.0,Electric,Manual,First,107840,6462.75
Audi,A6,2009,2400,129.5,Petrol,Automatic,Second,81147,11241.07
Hyundai,Tucson,2019,800,60.0,Petrol,Automatic,Second,55455,9122.25
Ford,Explorer,2006,1400,78.0,Petrol,Automatic,Third,119292,3912.8
Nissan,Altima,2012,800,60.0,Petrol,Manual,First,162751,4004.3
Ford,Escape,2014,1300,67.1,Petrol,Manual,Second,134879,7056.4
Audi,Q5,2007,2300,122.9,Electric,Manual,First,279611,10111.04
Nissan,Murano,2011,1100,60.0,Hybrid,Manual,Second,77565,4438.55
Nissan,Sentra,2011,800,60.0,Petrol,Manual,First,156307,3907.96
Toyota,Prius,2011,1800,103.3,Hybrid,Automatic,First,183150,5171.27
Hyundai,Sonata,2017,800,60.0,Petrol,Automatic,First,92597,7101.24
Chevrolet,Equinox,2008,1300,73.6,Petrol,Automatic,First,215792,3780.34
Hyundai,Sonata,2018,800,60.0,Petrol,Manual,Second,64558,7092.46
Honda,CR-V,2011,1200,72.7,Hybrid,Automatic,First,155828,5226.55
Toyota,Prius,2016,1200,85.2,Hybrid,Automatic,Second,21029,10184.32
Audi,Q5,2020,1600,103.7,Petrol,Automatic,First,54844,42198.31
Mercedes,C-Class,2012,2600,155.1,Diesel,Automatic,First,185224,20003.91
